District,Year,Month,Lat,Lon,Rainfall_mm,DMI,ONI,MJO_Phase,MJO_Amp
Ballari,2023,4,15.13,76.92,17.61915385723114,0.56,0.27,5.133333333333334,1.690960304
Ballari,2023,5,15.13,76.92,105.6254951953888,0.443,0.57,6.064516129032258,1.6563232422580645
Ballari,2023,6,15.13,76.92,63.01710617542267,0.665,0.84,3.066666666666667,1.1452140906
Ballari,2023,7,15.13,76.92,80.73977729678154,0.498,1.12,4.225806451612903,0.7976125261290323
Ballari,2023,8,15.13,76.92,17.370121777057648,0.826,1.37,6.32258064516129,0.9138732870967742
Ballari,2023,9,15.13,76.92,113.69003030657768,0.946,1.6,3.533333333333333,0.8482362092433333
Ballari,2023,10,15.13,76.92,3.8259530067443848,0.804,1.83,4.419354838709677,1.3481443029032258
Ballari,2023,11,15.13,76.92,60.18687558174133,0.92,1.99,3.3,1.3793660156666665
Ballari,2023,12,15.13,76.92,6.465720444917679,0.852,2.06,4.193548387096774,1.5088745183870966
Hubballi-Dharwad,2000,1,15.36,75.12,3.0272196531295776,-0.125,-1.66,3.7096774193548385,0.6000893251612903
Hubballi-Dharwad,2000,2,15.36,75.12,0.0,-0.009,-1.41,3.793103448275862,1.1428570703448275
Hubballi-Dharwad,2000,3,15.36,75.12,0.0,0.141,-1.07,3.3870967741935485,0.9157557180645162
Hubballi-Dharwad,2000,4,15.36,75.12,52.83252912759781,0.141,-0.81,4.533333333333333,0.9053602656666667
Hubballi-Dharwad,2000,5,15.36,75.12,18.764307379722595,0.113,-0.71,5.483870967741935,0.9960924206451613
Hubballi-Dharwad,2000,6,15.36,75.12,47.53085634112358,-0.022,-0.64,4.1,0.7017651786833333
Hubballi-Dharwad,2000,7,15.36,75.12,145.6983496323228,0.077,-0.55,5.548387096774194,1.5948303687096774
Hubballi-Dharwad,2000,8,15.36,75.12,166.36041942238808,0.131,-0.51,3.838709677419355,1.62711539
Hubballi-Dharwad,2000,9,15.36,75.12,150.57058322429657,-0.096,-0.55,4.1,1.278711512
Hubballi-Dharwad,2000,10,15.36,75.12,102.72600030899048,-0.142,-0.63,4.806451612903226,1.5696261258064517
Hubballi-Dharwad,2000,11,15.36,75.12,1.6566970348358154,-0.306,-0.75,4.266666666666667,1.6378827666666667
Hubballi-Dharwad,2000,12,15.36,75.12,0.0,-0.248,-0.74,4.806451612903226,1.1626311996774195
Hubballi-Dharwad,2001,1,15.36,75.12,0.0,-0.431,-0.68,2.5483870967741935,1.8043092477419354
Hubballi-Dharwad,2001,2,15.36,75.12,0.0,-0.016,-0.52,5.25,2.3275103500000003
Hubballi-Dharwad,2001,3,15.36,75.12,0.0,-0.01,-0.44,5.258064516129032,0.6080977735483871
Hubballi-Dharwad,2001,4,15.36,75.12,28.152636766433716,0.136,-0.34,4.533333333333333,0.6858787033333333
Hubballi-Dharwad,2001,5,15.36,75.12,19.184030890464783,0.137,-0.25,5.451612903225806,1.5366611332258064
Hubballi-Dharwad,2001,6,15.36,75.12,71.41429375112057,0.127,-0.12,4.033333333333333,0.8460881063833334
Hubballi-Dharwad,2001,7,15.36,75.12,38.12623978406191,-0.14,-0.08,4.258064516129032,1.4921871870967742
Hubballi-Dharwad,2001,8,15.36,75.12,65.30863478779793,-0.301,-0.13,5.419354838709677,1.397106648064516
Hubballi-Dharwad,2001,9,15.36,75.12,72.4165178835392,-0.223,-0.19,3.0,1.2181324733333334
Hubballi-Dharwad,2001,10,15.36,75.12,23.909124732017517,-0.451,-0.29,5.387096774193548,1.3723289300000001
Hubballi-Dharwad,2001,11,15.36,75.12,5.900752305984497,-0.245,-0.35,4.4,0.9614376696666667
Hubballi-Dharwad,2001,12,15.36,75.12,0.0,-0.051,-0.31,6.580645161290323,1.7203842838709678
Hubballi-Dharwad,2002,1,15.36,75.12,0.0,-0.142,-0.15,4.258064516129032,1.6998524758064517
Hubballi-Dharwad,2002,2,15.36,75.12,13.677199274301529,-0.098,0.03,5.714285714285714,1.0814431442857144
Hubballi-Dharwad,2002,3,15.36,75.12,0.0,0.008,0.09,3.5483870967741935,1.3025143731387099
Hubballi-Dharwad,2002,4,15.36,75.12,50.510491997003555,-0.352,0.2,2.533333333333333,0.8904978936033333
Hubballi-Dharwad,2002,5,15.36,75.12,77.65401789546013,-0.329,0.43,5.903225806451613,2.409133551612903
Hubballi-Dharwad,2002,6,15.36,75.12,221.96879249811172,-0.189,0.65,3.566666666666667,1.8803833166666666
Hubballi-Dharwad,2002,7,15.36,75.12,26.433319598436356,-0.261,0.79,6.387096774193548,1.7221574980645162
Hubballi-Dharwad,2002,8,15.36,75.12,105.62174619734287,-0.208,0.86,5.67741935483871,1.4202360319354839
Hubballi-Dharwad,2002,9,15.36,75.12,47.99849745631218,0.286,1.01,4.433333333333334,0.7018471730000001
Hubballi-Dharwad,2002,10,15.36,75.12,119.34027829766273,0.405,1.21,4.129032258064516,0.8933860990322581
Hubballi-Dharwad,2002,11,15.36,75.12,4.710725784301758,0.096,1.31,3.566666666666667,2.25046865
Hubballi-Dharwad,2002,12,15.36,75.12,0.0,-0.158,1.14,3.7096774193548385,1.8575260422580646
Hubballi-Dharwad,2003,1,15.36,75.12,0.0,-0.239,0.92,5.354838709677419,0.8134987815870968
Hubballi-Dharwad,2003,2,15.36,75.12,0.21429912745952606,0.017,0.63,4.178571428571429,0.7148255028571429
Hubballi-Dharwad,2003,3,15.36,75.12,3.8751689195632935,-0.039,0.38,3.903225806451613,1.4626752464516128
Hubballi-Dharwad,2003,4,15.36,75.12,101.00242374837399,-0.099,-0.04,3.8666666666666667,1.1874197433333333
Hubballi-Dharwad,2003,5,15.36,75.12,5.4583436250686646,-0.164,-0.26,5.258064516129032,2.245336555483871
Hubballi-Dharwad,2003,6,15.36,75.12,83.4051264449954,0.139,-0.16,3.2666666666666666,1.65106069
Hubballi-Dharwad,2003,7,15.36,75.12,56.48641687631607,0.131,0.08,3.6129032258064515,0.9928557990322581
Hubballi-Dharwad,2003,8,15.36,75.12,37.36224655807018,0.108,0.21,3.870967741935484,0.6039936987096773
Hubballi-Dharwad,2003,9,15.36,75.12,29.60891343653202,-0.06,0.26,4.266666666666667,0.7902776976666667
Hubballi-Dharwad,2003,10,15.36,75.12,167.81626656651497,-0.243,0.29,5.419354838709677,1.2216482238709676
Hubballi-Dharwad,2003,11,15.36,75.12,0.20899313688278198,-0.159,0.35,4.3,0.49874167021000004
Hubballi-Dharwad,2003,12,15.36,75.12,0.0,0.189,0.35,4.258064516129032,1.8000867477419356
Hubballi-Dharwad,2004,1,15.36,75.12,0.0,0.044,0.37,4.709677419354839,2.246038609677419
Hubballi-Dharwad,2004,2,15.36,75.12,0.0,0.114,0.31,5.517241379310345,1.4791189124137931
Hubballi-Dharwad,2004,3,15.36,75.12,0.0,0.077,0.23,5.064516129032258,2.1767354612903227
Hubballi-Dharwad,2004,4,15.36,75.12,56.56673650443554,-0.079,0.17,3.6,1.2874256193333333
Hubballi-Dharwad,2004,5,15.36,75.12,92.36909148097038,-0.565,0.17,3.838709677419355,1.4382904767741935
Hubballi-Dharwad,2004,6,15.36,75.12,141.76731312274933,-0.384,0.28,4.533333333333333,1.0188708323333333
Hubballi-Dharwad,2004,7,15.36,75.12,41.61532883346081,-0.301,0.47,2.6129032258064515,1.6112249593548387
Hubballi-Dharwad,2004,8,15.36,75.12,160.37417301535606,-0.133,0.64,6.612903225806452,1.2484562670967743
Hubballi-Dharwad,2004,9,15.36,75.12,86.06118555366993,-0.106,0.7,2.1,1.4384542359999999
Hubballi-Dharwad,2004,10,15.36,75.12,14.6742884516716,-0.004,0.67,4.32258064516129,1.54811694
Hubballi-Dharwad,2004,11,15.36,75.12,7.813142687082291,-0.153,0.66,3.8666666666666667,0.558687573
Hubballi-Dharwad,2004,12,15.36,75.12,0.476227305829525,-0.132,0.69,4.354838709677419,0.7194164974193549
Hubballi-Dharwad,2005,1,15.36,75.12,8.697443008422852,-0.124,0.64,5.67741935483871,1.203385613832258
Hubballi-Dharwad,2005,2,15.36,75.12,0.0,-0.56,0.58,6.821428571428571,1.5145378439285715
Hubballi-Dharwad,2005,3,15.36,75.12,0.0,-0.433,0.45,4.290322580645161,1.7757296806451612
Hubballi-Dharwad,2005,4,15.36,75.12,100.48196077346802,0.084,0.43,4.966666666666667,2.6446991
Hubballi-Dharwad,2005,5,15.36,75.12,114.75724023580551,-0.033,0.29,4.548387096774194,1.8156324893548388
Hubballi-Dharwad,2005,6,15.36,75.12,93.25362476706505,-0.176,0.11,2.966666666666667,0.7345759723333334
Hubballi-Dharwad,2005,7,15.36,75.12,285.0591944158077,-0.384,-0.06,2.6451612903225805,1.0290815029032259
Hubballi-Dharwad,2005,8,15.36,75.12,158.16449412703514,-0.345,-0.14,3.6129032258064515,0.939736100967742
Hubballi-Dharwad,2005,9,15.36,75.12,175.18641129136086,-0.534,-0.11,5.8,1.522602815
Hubballi-Dharwad,2005,10,15.36,75.12,79.66055476665497,-0.436,-0.29,3.5483870967741935,1.0373357177419353
Hubballi-Dharwad,2005,11,15.36,75.12,20.20889127254486,-0.272,-0.57,5.7,1.0062126816666666
Hubballi-Dharwad,2005,12,15.36,75.12,0.0,-0.3,-0.84,3.7419354838709675,0.6440208229032258
Hubballi-Dharwad,2006,1,15.36,75.12,0.0,-0.135,-0.85,4.258064516129032,1.7294375064516128
Hubballi-Dharwad,2006,2,15.36,75.12,0.0,-0.306,-0.77,5.428571428571429,1.6995880442857143
Hubballi-Dharwad,2006,3,15.36,75.12,0.7978239059448242,-0.226,-0.57,4.419354838709677,0.8061425020580646
Hubballi-Dharwad,2006,4,15.36,75.12,12.894301652908325,-0.015,-0.37,4.833333333333333,0.9840533986666666
Hubballi-Dharwad,2006,5,15.36,75.12,76.47360408306122,-0.208,-0.14,5.161290322580645,1.1181375867741936
Hubballi-Dharwad,2006,6,15.36,75.12,73.59405225515366,-0.059,-0.03,2.433333333333333,1.1171617263333333
Hubballi-Dharwad,2006,7,15.36,75.12,58.88137128949165,0.04,0.1,6.096774193548387,1.0984740158064517
Hubballi-Dharwad,2006,8,15.36,75.12,43.31062263250351,0.229,0.3,3.838709677419355,0.9450053216129032
Hubballi-Dharwad,2006,9,15.36,75.12,43.102323085069656,0.428,0.54,2.9,1.5086187580000001
Hubballi-Dharwad,2006,10,15.36,75.12,27.72390103340149,0.577,0.77,4.645161290322581,1.7489779667580645
Hubballi-Dharwad,2006,11,15.36,75.12,34.85072547197342,0.501,0.94,3.6333333333333333,1.1893461453333332
Hubballi-Dharwad,2006,12,15.36,75.12,0.0,0.172,0.94,3.2903225806451615,1.4631380310096773
Hubballi-Dharwad,2007,1,15.36,75.12,0.0,0.225,0.66,5.935483870967742,1.2701261521580645
Hubballi-Dharwad,2007,2,15.36,75.12,0.0,0.15,0.22,4.357142857142857,1.1186876339285714
Hubballi-Dharwad,2007,3,15.36,75.12,12.017573833465576,0.115,-0.12,5.645161290322581,1.321150566451613
Hubballi-Dharwad,2007,4,15.36,75.12,38.35753786563873,0.1,-0.32,5.133333333333334,0.8067391546666667
Hubballi-Dharwad,2007,5,15.36,75.12,56.901927411556244,0.27,-0.38,4.741935483870968,1.2340057027322582
Hubballi-Dharwad,2007,6,15.36,75.12,121.45033982396126,0.031,-0.47,3.1333333333333333,1.3529915246666666
Hubballi-Dharwad,2007,7,15.36,75.12,125.81428691744804,0.045,-0.56,4.193548387096774,1.3795319935483872
Hubballi-Dharwad,2007,8,15.36,75.12,143.5987493172288,0.237,-0.81,2.5483870967741935,0.8762567774193548
Hubballi-Dharwad,2007,9,15.36,75.12,166.6994118541479,0.235,-1.07,4.533333333333333,1.1761283893333332
Hubballi-Dharwad,2007,10,15.36,75.12,55.165822833776474,0.068,-1.34,5.419354838709677,1.2009301141935484
Hubballi-Dharwad,2007,11,15.36,75.12,8.700799755752087,-0.023,-1.5,5.533333333333333,1.588934237
Hubballi-Dharwad,2007,12,15.36,75.12,0.0,-0.227,-1.6,3.4838709677419355,2.0751771258064515
Hubballi-Dharwad,2008,1,15.36,75.12,0.0,0.115,-1.64,5.193548387096774,1.8184795248387096
Hubballi-Dharwad,2008,2,15.36,75.12,0.0,-0.072,-1.52,3.586206896551724,1.2379733358620688
Hubballi-Dharwad,2008,3,15.36,75.12,95.72116321325302,0.097,-1.29,2.870967741935484,1.8412203261290323
Hubballi-Dharwad,2008,4,15.36,75.12,50.60317748785019,-0.153,-1.01,4.966666666666667,0.8616907713333333
Hubballi-Dharwad,2008,5,15.36,75.12,34.3512482047081,0.179,-0.84,4.967741935483871,1.7237106374193547
Hubballi-Dharwad,2008,6,15.36,75.12,78.64654183387756,0.215,-0.61,4.666666666666667,0.953116955
Hubballi-Dharwad,2008,7,15.36,75.12,75.29541245102882,0.246,-0.37,2.3870967741935485,1.2312710548387096
Hubballi-Dharwad,2008,8,15.36,75.12,133.2382086366415,0.124,-0.23,2.3548387096774195,1.211697393548387
Hubballi-Dharwad,2008,9,15.36,75.12,76.27241225540638,0.086,-0.24,4.833333333333333,1.4465834003333333
Hubballi-Dharwad,2008,10,15.36,75.12,46.379080668091774,0.029,-0.35,3.3225806451612905,1.3736839277419355
Hubballi-Dharwad,2008,11,15.36,75.12,70.50855016708374,-0.128,-0.55,5.033333333333333,1.2276514546666666
Hubballi-Dharwad,2008,12,15.36,75.12,0.0,-0.053,-0.73,5.870967741935484,0.8991352851612903
Hubballi-Dharwad,2009,1,15.36,75.12,0.0,0.031,-0.85,5.258064516129032,1.3644628538709678
Hubballi-Dharwad,2009,2,15.36,75.12,0.0,0.163,-0.79,5.178571428571429,0.9907292532142857
Hubballi-Dharwad,2009,3,15.36,75.12,19.9053573012352,0.1,-0.61,6.096774193548387,1.1326078929032257
Hubballi-Dharwad,2009,4,15.36,75.12,39.663565158843994,0.126,-0.33,3.9,2.2441025066666667
Hubballi-Dharwad,2009,5,15.36,75.12,40.722501277923584,0.257,0.01,7.225806451612903,1.0808286461290324
Hubballi-Dharwad,2009,6,15.36,75.12,96.41732254624367,0.1,0.28,5.866666666666666,1.4584701413333332
Hubballi-Dharwad,2009,7,15.36,75.12,146.26821249723434,-0.192,0.45,3.838709677419355,0.6150665787096774
Hubballi-Dharwad,2009,8,15.36,75.12,88.87414832413197,-0.104,0.58,2.935483870967742,1.12875141
Hubballi-Dharwad,2009,9,15.36,75.12,189.23265581578016,-0.103,0.71,4.033333333333333,1.6812911126666668
Hubballi-Dharwad,2009,10,15.36,75.12,106.39812679588795,-0.013,1.01,5.225806451612903,0.9675306593548387
Hubballi-Dharwad,2009,11,15.36,75.12,71.41117799282074,-0.067,1.36,3.7666666666666666,1.78102768
Hubballi-Dharwad,2009,12,15.36,75.12,53.867881774902344,0.16,1.56,5.096774193548387,1.2578152232258064
Hubballi-Dharwad,2010,1,15.36,75.12,14.216215133666992,0.294,1.5,4.967741935483871,1.289910690967742
Hubballi-Dharwad,2010,2,15.36,75.12,0.12110377848148346,0.023,1.22,7.107142857142857,1.3009368542857143
Hubballi-Dharwad,2010,3,15.36,75.12,1.3096390962600708,0.458,0.84,2.4516129032258065,1.229541595483871
Hubballi-Dharwad,2010,4,15.36,75.12,44.064292907714844,0.37,0.35,4.3,0.970552031
Hubballi-Dharwad,2010,5,15.36,75.12,97.18505717813969,-0.029,-0.17,4.032258064516129,1.3091519658064517
Hubballi-Dharwad,2010,6,15.36,75.12,84.15683872252703,-0.14,-0.66,1.7666666666666666,1.285590429
Hubballi-Dharwad,2010,7,15.36,75.12,134.69755390286446,-0.001,-1.05,2.4193548387096775,1.663601914516129
Hubballi-Dharwad,2010,8,15.36,75.12,135.92652110755444,-0.061,-1.35,2.967741935483871,0.747917844516129
Hubballi-Dharwad,2010,9,15.36,75.12,101.94454281032085,-0.267,-1.56,2.2,0.8091414173333332
Hubballi-Dharwad,2010,10,15.36,75.12,111.75184489786625,-0.437,-1.64,5.032258064516129,1.3724983983870966
Hubballi-Dharwad,2010,11,15.36,75.12,129.60085213184357,-0.495,-1.64,4.433333333333334,0.7180750344066666
Hubballi-Dharwad,2010,12,15.36,75.12,0.0,-0.212,-1.54,5.129032258064516,0.9818622567741935
Hubballi-Dharwad,2011,1,15.36,75.12,0.0,0.191,-1.31,5.967741935483871,1.5956191370967743
Hubballi-Dharwad,2011,2,15.36,75.12,18.097264766693115,0.241,-1.04,5.678571428571429,0.5124724357571429
Hubballi-Dharwad,2011,3,15.36,75.12,0.7457748055458069,0.367,-0.8,4.645161290322581,1.117857366129032
Hubballi-Dharwad,2011,4,15.36,75.12,75.32942723482847,0.154,-0.62,5.866666666666666,0.9413861176666667
Hubballi-Dharwad,2011,5,15.36,75.12,74.85017275810242,-0.089,-0.46,6.129032258064516,1.5436429977419355
Hubballi-Dharwad,2011,6,15.36,75.12,188.54677864909172,0.055,-0.37,3.7333333333333334,0.6791252076666666
Hubballi-Dharwad,2011,7,15.36,75.12,174.48224401474,0.223,-0.43,3.7096774193548385,1.0109919648387098
Hubballi-Dharwad,2011,8,15.36,75.12,140.9164446145296,0.344,-0.58,2.774193548387097,1.011544473516129
Hubballi-Dharwad,2011,9,15.36,75.12,81.11263054609299,0.202,-0.79,3.7,0.9066917783333334
Hubballi-Dharwad,2011,10,15.36,75.12,198.38578069210052,0.356,-0.96,4.129032258064516,1.8293501125806453
Hubballi-Dharwad,2011,11,15.36,75.12,6.0051475167274475,0.336,-1.02,4.033333333333333,1.4278005003333334
Hubballi-Dharwad,2011,12,15.36,75.12,0.0,-0.128,-0.92,4.483870967741935,1.388414425483871
Hubballi-Dharwad,2012,1,15.36,75.12,0.0,0.046,-0.72,5.774193548387097,1.0838557522580645
Hubballi-Dharwad,2012,2,15.36,75.12,0.0,-0.078,-0.57,4.068965517241379,1.9624444827586207
Hubballi-Dharwad,2012,3,15.36,75.12,0.0,0.026,-0.46,5.161290322580645,2.275805190322581
Hubballi-Dharwad,2012,4,15.36,75.12,6.662953943014145,-0.271,-0.36,4.733333333333333,1.392764723
Hubballi-Dharwad,2012,5,15.36,75.12,0.6131571531295776,-0.37,-0.17,5.838709677419355,0.508314344516129
Hubballi-Dharwad,2012,6,15.36,75.12,936.9250874519348,0.0,0.06,3.933333333333333,1.5851710730000002
Hubballi-Dharwad,2012,7,15.36,75.12,108.17701664566994,0.546,0.3,3.2580645161290325,1.0006735025806452
Hubballi-Dharwad,2012,8,15.36,75.12,92.6719164699316,0.652,0.41,3.3548387096774195,1.4237936377419356
Hubballi-Dharwad,2012,9,15.36,75.12,84.55918627232313,0.453,0.41,4.366666666666666,1.1895103533333333
Hubballi-Dharwad,2012,10,15.36,75.12,92.19488050043583,0.11,0.31,3.064516129032258,1.05932045
Hubballi-Dharwad,2012,11,15.36,75.12,54.21051502227783,-0.099,0.13,4.6,0.7542804866666667
Hubballi-Dharwad,2012,12,15.36,75.12,16.002887725830078,0.267,-0.1,2.4516129032258065,0.8817284803225806
Hubballi-Dharwad,2013,1,15.36,75.12,0.28089386224746704,-0.065,-0.29,6.064516129032258,1.989185853870968
Hubballi-Dharwad,2013,2,15.36,75.12,3.2785637378692627,0.189,-0.29,3.392857142857143,1.6343154739285715
Hubballi-Dharwad,2013,3,15.36,75.12,1.6714169383049011,0.083,-0.21,5.225806451612903,1.208878878064516
Hubballi-Dharwad,2013,4,15.36,75.12,10.107579052448273,-0.297,-0.19,5.133333333333334,0.9100850366666666
Hubballi-Dharwad,2013,5,15.36,75.12,92.30212324857712,-0.506,-0.27,3.935483870967742,1.196817595483871
Hubballi-Dharwad,2013,6,15.36,75.12,78.10623490810394,-0.497,-0.34,4.366666666666666,1.2253081406666666
Hubballi-Dharwad,2013,7,15.36,75.12,144.2509047985077,-0.181,-0.35,3.5806451612903225,0.8870305335483871
Hubballi-Dharwad,2013,8,15.36,75.12,74.61825817078352,-0.194,-0.28,5.806451612903226,0.912353013548387
Hubballi-Dharwad,2013,9,15.36,75.12,163.225352704525,-0.31,-0.21,3.7666666666666666,1.5937026506666667
Hubballi-Dharwad,2013,10,15.36,75.12,41.48218038678169,-0.168,-0.13,5.161290322580645,0.8202488128741936
Hubballi-Dharwad,2013,11,15.36,75.12,2.474186986684799,0.199,-0.1,3.2,0.6853039573333334
Hubballi-Dharwad,2013,12,15.36,75.12,0.0,0.141,-0.15,3.870967741935484,1.0410569158064515
Hubballi-Dharwad,2014,1,15.36,75.12,0.0,-0.101,-0.28,5.741935483870968,1.1766352048387096
Hubballi-Dharwad,2014,2,15.36,75.12,0.0,-0.089,-0.32,5.857142857142857,1.4348881625
Hubballi-Dharwad,2014,3,15.36,75.12,6.418331563472748,-0.151,-0.14,3.6129032258064515,1.5816916796774194
Hubballi-Dharwad,2014,4,15.36,75.12,52.0907766520977,-0.058,0.15,5.533333333333333,1.3192271676666667
Hubballi-Dharwad,2014,5,15.36,75.12,162.17963767051697,-0.092,0.31,2.3225806451612905,1.4339224977419354
Hubballi-Dharwad,2014,6,15.36,75.12,40.59622177481651,-0.028,0.23,4.433333333333334,1.108679051
Hubballi-Dharwad,2014,7,15.36,75.12,165.1009023487568,-0.363,0.1,5.806451612903226,1.1528067432258065
Hubballi-Dharwad,2014,8,15.36,75.12,174.12144845724106,-0.372,0.11,1.7096774193548387,1.2150309538709676
Hubballi-Dharwad,2014,9,15.36,75.12,126.01864246279001,-0.145,0.28,4.333333333333333,0.649377995
Hubballi-Dharwad,2014,10,15.36,75.12,75.8727135360241,0.141,0.54,3.7096774193548385,0.9880874900000001
Hubballi-Dharwad,2014,11,15.36,75.12,39.69360250234604,0.009,0.71,2.933333333333333,1.4682012086666667
Hubballi-Dharwad,2014,12,15.36,75.12,20.78474897146225,0.046,0.77,4.741935483870968,1.3856411206451613
Hubballi-Dharwad,2015,1,15.36,75.12,0.0,-0.1,0.69,6.193548387096774,1.595519382903226
Hubballi-Dharwad,2015,2,15.36,75.12,0.0,-0.345,0.61,6.464285714285714,0.8730502682142857
Hubballi-Dharwad,2015,3,15.36,75.12,38.164599515497684,-0.241,0.65,5.161290322580645,2.5235438870967744
Hubballi-Dharwad,2015,4,15.36,75.12,23.025543689727783,-0.008,0.81,3.466666666666667,0.9544394936666667
Hubballi-Dharwad,2015,5,15.36,75.12,57.108782418072224,0.24,1.02,5.096774193548387,0.7510026245161291
Hubballi-Dharwad,2015,6,15.36,75.12,116.75862294435501,0.296,1.25,3.433333333333333,1.9929203833333333
Hubballi-Dharwad,2015,7,15.36,75.12,29.063705921173096,0.225,1.57,4.451612903225806,1.837990334516129
Hubballi-Dharwad,2015,8,15.36,75.12,51.96959340572357,0.568,1.91,5.870967741935484,0.8428048241935484
Hubballi-Dharwad,2015,9,15.36,75.12,71.86822327971458,0.294,2.21,4.7,0.62977513528
Hubballi-Dharwad,2015,10,15.36,75.12,67.72062337398529,0.482,2.47,4.935483870967742,1.5348366948387098
Hubballi-Dharwad,2015,11,15.36,75.12,7.390059053897858,0.347,2.64,2.6666666666666665,1.8664467500000002
Hubballi-Dharwad,2015,12,15.36,75.12,0.8522860407829285,0.272,2.75,4.419354838709677,1.905701525483871
Hubballi-Dharwad,2016,1,15.36,75.12,0.4666363298892975,0.265,2.63,4.548387096774194,1.397440465735484
Hubballi-Dharwad,2016,2,15.36,75.12,0.0,-0.11,2.28,5.586206896551724,2.0595920172413793
Hubballi-Dharwad,2016,3,15.36,75.12,4.151262104511261,-0.008,1.71,5.387096774193548,1.2421979758064514
Hubballi-Dharwad,2016,4,15.36,75.12,22.778531849384308,0.146,1.05,3.433333333333333,0.6606036036666667
Hubballi-Dharwad,2016,5,15.36,75.12,38.59089323878288,-0.113,0.49,2.935483870967742,1.3503781812903226
Hubballi-Dharwad,2016,6,15.36,75.12,116.62668743729591,-0.443,0.0,4.166666666666667,1.5598082686666668
Hubballi-Dharwad,2016,7,15.36,75.12,113.08849833905697,-0.757,-0.31,3.129032258064516,1.0086871877419354
Hubballi-Dharwad,2016,8,15.36,75.12,76.09133493900299,-0.443,-0.5,5.709677419354839,1.3634238690322582
Hubballi-Dharwad,2016,9,15.36,75.12,34.383666664361954,-0.437,-0.58,4.233333333333333,0.9987363606666667
Hubballi-Dharwad,2016,10,15.36,75.12,19.02263379096985,-0.371,-0.64,5.645161290322581,0.6798959190322581
Hubballi-Dharwad,2016,11,15.36,75.12,3.46417036652565,-0.382,-0.6,4.366666666666666,1.4056047909999998
Hubballi-Dharwad,2016,12,15.36,75.12,0.0,-0.31,-0.45,4.451612903225806,0.6025583080645162
Hubballi-Dharwad,2017,1,15.36,75.12,0.0,-0.086,-0.19,3.7096774193548385,1.2075865980645162
Hubballi-Dharwad,2017,2,15.36,75.12,0.0,0.101,-0.02,4.607142857142857,2.432161792857143
Hubballi-Dharwad,2017,3,15.36,75.12,4.518402516841888,0.357,0.18,3.6774193548387095,0.7525501162903225
Hubballi-Dharwad,2017,4,15.36,75.12,9.52634072303772,0.498,0.31,6.7,0.7843319514433333
Hubballi-Dharwad,2017,5,15.36,75.12,68.8893404752016,0.536,0.4,4.193548387096774,1.3503042366709677
Hubballi-Dharwad,2017,6,15.36,75.12,52.38054798543453,0.424,0.39,2.433333333333333,1.010765505
Hubballi-Dharwad,2017,7,15.36,75.12,86.84641475975513,0.52,0.19,3.6774193548387095,1.0194311058064516
Hubballi-Dharwad,2017,8,15.36,75.12,49.459614992141724,0.349,-0.07,4.193548387096774,0.560064344016129
Hubballi-Dharwad,2017,9,15.36,75.12,166.60488069057465,0.035,-0.34,4.233333333333333,0.5864452456666667
Hubballi-Dharwad,2017,10,15.36,75.12,103.03428326547146,0.015,-0.6,5.354838709677419,2.0237151622580645
Hubballi-Dharwad,2017,11,15.36,75.12,4.808858275413513,0.289,-0.77,4.166666666666667,0.8390316453333334
Hubballi-Dharwad,2017,12,15.36,75.12,0.0,0.11,-0.86,5.258064516129032,1.455329965483871
Hubballi-Dharwad,2018,1,15.36,75.12,0.0,-0.2,-0.77,3.5806451612903225,2.2438225967741934
Hubballi-Dharwad,2018,2,15.36,75.12,0.2263399362564087,0.216,-0.71,5.5,2.449217742857143
Hubballi-Dharwad,2018,3,15.36,75.12,35.39589059352875,-0.12,-0.57,4.161290322580645,1.1359975419354837
Hubballi-Dharwad,2018,4,15.36,75.12,23.181988060474396,-0.083,-0.39,4.433333333333334,1.4919827436666668
Hubballi-Dharwad,2018,5,15.36,75.12,182.66400302946568,0.122,-0.13,3.096774193548387,1.7735262777419354
Hubballi-Dharwad,2018,6,15.36,75.12,99.4372480660677,0.155,0.06,3.433333333333333,1.099695321
Hubballi-Dharwad,2018,7,15.36,75.12,82.35618951916695,0.053,0.14,4.967741935483871,1.4670566325806451
Hubballi-Dharwad,2018,8,15.36,75.12,82.7643748819828,0.121,0.27,5.419354838709677,1.1604823280645162
Hubballi-Dharwad,2018,9,15.36,75.12,54.27628857642412,0.604,0.53,6.6,1.0746740603333333
Hubballi-Dharwad,2018,10,15.36,75.12,44.64118684083223,0.684,0.81,4.129032258064516,1.372201460967742
Hubballi-Dharwad,2018,11,15.36,75.12,21.572431802749634,0.5,0.97,4.666666666666667,1.3713922473333333
Hubballi-Dharwad,2018,12,15.36,75.12,2.42034050822258,0.309,0.92,3.838709677419355,2.266200470967742
Hubballi-Dharwad,2019,1,15.36,75.12,0.0,0.387,0.89,5.709677419354839,1.75703085
Hubballi-Dharwad,2019,2,15.36,75.12,0.0,0.416,0.86,6.142857142857143,1.7487797142857142
Hubballi-Dharwad,2019,3,15.36,75.12,18.118123292922974,0.225,0.84,4.064516129032258,1.1146516216129032
Hubballi-Dharwad,2019,4,15.36,75.12,77.5723512172699,0.258,0.77,3.7333333333333334,1.0698441273333332
Hubballi-Dharwad,2019,5,15.36,75.12,33.057321071624756,0.54,0.64,6.096774193548387,1.854505129032258
Hubballi-Dharwad,2019,6,15.36,75.12,97.27994488924742,0.605,0.52,4.566666666666666,1.3048570076666666
